Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML,Dispositif,Exposé sommaire
762,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/762,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000762.xml,"Au début de la seconde phrase de l’alinéa 18, supprimer les mots : « Elle n’est pas exercée à titre professionnel mais ».",Amendement rédactionnel.
762,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/762,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000762.xml,"Au début de la seconde phrase de l’alinéa 18, supprimer les mots : « Elle n’est pas exercée à titre professionnel mais ».",Amendement rédactionnel.
763,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/763,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000763.xml,"Après l’alinéa 19, insérer les deux alinéas suivants : « Aux seules fins de protection des personnes et des élevages, le représentant de l’État dans le département peut autoriser, pour une durée ne pouvant excéder trente jours, des lieutenants de louveterie à procéder à la destruction de chiens en état de divagation ayant causé des dommages graves aux troupeaux ou étant susceptibles d’en causer, lorsque des circonstances de temps et de lieu le justifient et qu’aucune autre mesure de capture ne peut être mise en œuvre dans un délai raisonnable.« La destruction d’un chien en état de divagation fait l’objet d’une déclaration immédiate auprès du représentant de l’État dans le département. »","Cet amendement vise à autoriser les lieutenants de louveterie à défendre les troupeaux contre les chiens errants en cas de dommages graves dus à la pression de prédation qu’ils entraînent sur les troupeaux. Cette autorisation ne peut excéder trente jours, et ne peut intervenir que lorsque leur capture est impossible. C’est un amendement d’équilibre qui vise à défendre les éleveurs qui subissent les mêmes dommages que les attaques de loup, mais qui ne peuvent pas se défendre car les lieutenants de louveterie ne peuvent intervenir en présence de chiens errants."
763,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/763,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000763.xml,"Après l’alinéa 19, insérer les deux alinéas suivants : « Aux seules fins de protection des personnes et des élevages, le représentant de l’État dans le département peut autoriser, pour une durée ne pouvant excéder trente jours, des lieutenants de louveterie à procéder à la destruction de chiens en état de divagation ayant causé des dommages graves aux troupeaux ou étant susceptibles d’en causer, lorsque des circonstances de temps et de lieu le justifient et qu’aucune autre mesure de capture ne peut être mise en œuvre dans un délai raisonnable.« La destruction d’un chien en état de divagation fait l’objet d’une déclaration immédiate auprès du représentant de l’État dans le département. »","Cet amendement vise à autoriser les lieutenants de louveterie à défendre les troupeaux contre les chiens errants en cas de dommages graves dus à la pression de prédation qu’ils entraînent sur les troupeaux. Cette autorisation ne peut excéder trente jours, et ne peut intervenir que lorsque leur capture est impossible. C’est un amendement d’équilibre qui vise à défendre les éleveurs qui subissent les mêmes dommages que les attaques de loup, mais qui ne peuvent pas se défendre car les lieutenants de louveterie ne peuvent intervenir en présence de chiens errants."
764,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/764,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000764.xml,"À l’alinéa 25, supprimer les mots : « , qu’elle soit ou non en activité et quelle que soit son activité professionnelle, »",L’article 14 prévoit déjà que toute personne peut exercer l’activité de lieutenant de louveterie sous réserve de remplir les conditions requises. La mention de la situation professionnelle de la personne est donc redondante ; il n’apparait pas pertinent de la conserver.
764,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/764,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000764.xml,"À l’alinéa 25, supprimer les mots : « , qu’elle soit ou non en activité et quelle que soit son activité professionnelle, »",L’article 14 prévoit déjà que toute personne peut exercer l’activité de lieutenant de louveterie sous réserve de remplir les conditions requises. La mention de la situation professionnelle de la personne est donc redondante ; il n’apparait pas pertinent de la conserver.
765,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/765,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000765.xml,"À l’alinéa 25, substituer aux mots : « sous réserve de remplir », les mots : « si elle remplit ».",Amendement rédactionnel.
765,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/765,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000765.xml,"À l’alinéa 25, substituer aux mots : « sous réserve de remplir », les mots : « si elle remplit ».",Amendement rédactionnel.
766,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/766,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000766.xml,"Substituer aux alinéas 21 à 23 l’alinéa suivant :« « Art. L. 427‑1‑1. – Le représentant de l’État dans le département peut définir, dans un arrêté-cadre d’une durée maximale de trois ans et soumis à participation du public en application de l’article L. 123‑19‑1, les conditions, zones et modalités d’intervention des lieutenants de louveterie. Les dispositions des articles L. 123‑19‑1 et L. 123‑19‑2 ne s’appliquent pas aux décisions administratives adoptées en application de cet arrêté-cadre qui visent à prévenir des dommages graves aux activités agricoles, forestières ou à la sécurité publique. Les opérations réalisées dans ce cadre font l’objet d’une publication simplifiée par voie électronique. » »","Cet amendement vise à améliorer le cadre juridique des interventions des lieutenants de louveterie afin de distinguer les règles générales des autorisations individuelles d’intervention.Il prévoit que le préfet puisse adopter un « arrêté-cadre » valable pour une durée maximale de trois ans. Cet arrêté définirait les zones concernées, les conditions d’intervention, les horaires et les armes utilisables par les lieutenants de louveterie. Parce qu’il fixe des règles générales, cet arrêté serait soumis à la consultation du public prévue par l'article L. 123-19-1 du code de l'environnement.En revanche, les décisions individuelles prises pour autoriser concrètement une intervention de louveterie ne seraient plus soumises à cette procédure de participation du public. L’objectif est de simplifier et d’accélérer les interventions nécessaires pour prévenir des dommages graves aux activités agricoles, forestières ou à la sécurité publique, tout en respectant un principe de proportionnalité entre règles générales et décisions ponctuelles.L’amendement précise également que les interventions réalisées dans ce cadre feront l’objet d’une publication simplifiée par voie électronique afin de garantir une information du public.Enfin, l’ajout de la référence à la sécurité publique permet de couvrir les situations d’urgence impliquant des animaux dangereux ou errants, par exemple à proximité d’une voie ferrée ou dans un lieu fréquenté par le public."
766,,Non renseigné,Article 14,Première délibération,Roseren Xavier,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/766,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000766.xml,"Substituer aux alinéas 21 à 23 l’alinéa suivant :« « Art. L. 427‑1‑1. – Le représentant de l’État dans le département peut définir, dans un arrêté-cadre d’une durée maximale de trois ans et soumis à participation du public en application de l’article L. 123‑19‑1, les conditions, zones et modalités d’intervention des lieutenants de louveterie. Les dispositions des articles L. 123‑19‑1 et L. 123‑19‑2 ne s’appliquent pas aux décisions administratives adoptées en application de cet arrêté-cadre qui visent à prévenir des dommages graves aux activités agricoles, forestières ou à la sécurité publique. Les opérations réalisées dans ce cadre font l’objet d’une publication simplifiée par voie électronique. » »","Cet amendement vise à améliorer le cadre juridique des interventions des lieutenants de louveterie afin de distinguer les règles générales des autorisations individuelles d’intervention.Il prévoit que le préfet puisse adopter un « arrêté-cadre » valable pour une durée maximale de trois ans. Cet arrêté définirait les zones concernées, les conditions d’intervention, les horaires et les armes utilisables par les lieutenants de louveterie. Parce qu’il fixe des règles générales, cet arrêté serait soumis à la consultation du public prévue par l'article L. 123-19-1 du code de l'environnement.En revanche, les décisions individuelles prises pour autoriser concrètement une intervention de louveterie ne seraient plus soumises à cette procédure de participation du public. L’objectif est de simplifier et d’accélérer les interventions nécessaires pour prévenir des dommages graves aux activités agricoles, forestières ou à la sécurité publique, tout en respectant un principe de proportionnalité entre règles générales et décisions ponctuelles.L’amendement précise également que les interventions réalisées dans ce cadre feront l’objet d’une publication simplifiée par voie électronique afin de garantir une information du public.Enfin, l’ajout de la référence à la sécurité publique permet de couvrir les situations d’urgence impliquant des animaux dangereux ou errants, par exemple à proximité d’une voie ferrée ou dans un lieu fréquenté par le public."
77,,Non renseigné,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/77,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000077.xml,"À la fin de la première phrase de l’alinéa 4, supprimer les mots : « , notamment en termes de prélèvements ».","Malgré le relèvement du seuil d’autorisation de tirs qui augmente, la prédation ne baisse pas, au contraire elle augmente même. Les scientifiques et experts de la question s’accordent : les tirs de prélèvement se sont avérés inefficaces pour lutter contre la prédation. Seuls les tirs de protection, soit les tirs effectués lors d’une attaque de loup, s’ils sont couplés à d’autres méthodes non-létales (clôtures, chiens de protection, etc.), sont d’une utilité avérée. Les tirs doivent être réalisés en fonction des attaques et non en fonction du nombre de loups."
77,,Non renseigné,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/77,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000077.xml,"À la fin de la première phrase de l’alinéa 4, supprimer les mots : « , notamment en termes de prélèvements ».","Malgré le relèvement du seuil d’autorisation de tirs qui augmente, la prédation ne baisse pas, au contraire elle augmente même. Les scientifiques et experts de la question s’accordent : les tirs de prélèvement se sont avérés inefficaces pour lutter contre la prédation. Seuls les tirs de protection, soit les tirs effectués lors d’une attaque de loup, s’ils sont couplés à d’autres méthodes non-létales (clôtures, chiens de protection, etc.), sont d’une utilité avérée. Les tirs doivent être réalisés en fonction des attaques et non en fonction du nombre de loups."
78,,Non renseigné,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Tavernier, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet et Mme Taillé-Polian",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/78,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000078.xml,"À la fin de la première phrase de l’alinéa 4, substituer aux mots : « notamment en termes de prélèvements » les mots : « dans une logique de graduée impliquant successivement le déploiement de moyens de protection des troupeaux, l’effarouchement non létal puis le tir létal ».","Cet amendement vise à répondre de façon proportionnée aux attaques de loups sur les troupeaux. En effet, comme le mentionne l’étude d’impact du projet de loi, « la diminution de la prédation s’explique par le déploiement massif des mesures de protection ». Le tir de défense y est décrit à juste titre comme une « solution de dernier recours », étant donné que « le prélèvement de loups ne constitue pas l’unique réponse face à la prédation dans la mesure où les études montrent un retour (voire dans certains cas une amplification) des dommages à court ou moyen terme après le prélèvement d’un individu ». Les tirs pouvant être contre-productifs, il s’agit de ne pas en faire l’alpha et l’oméga de la réponse à la prédation, mais de conserver cette possibilité pour les situations où les loups attaquent malgré la mise en œuvre de moyens de protection, articulés autour d’un triptyque qui a fait ses preuves : parcage nocturne, chiens de protection, présence humaine. L’effarouchement non létal vise à ce que les loups associent l’attaque d’un troupeau au danger, afin d’entraîner une modification de leur comportement.Revenir sur cette gradation, ce serait remettre en cause le travail d’éleveurs et de bergers qui, depuis des décennies, s’investissent pour mettre en place les conditions de la coexistence.Cet amendement a été travaillé sur la base de recommandations formulées par Humanité et Biodiversité, association siégeant au Groupe National Loup."
78,,Non renseigné,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Tavernier, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet et Mme Taillé-Polian",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/78,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000078.xml,"À la fin de la première phrase de l’alinéa 4, substituer aux mots : « notamment en termes de prélèvements » les mots : « dans une logique de graduée impliquant successivement le déploiement de moyens de protection des troupeaux, l’effarouchement non létal puis le tir létal ».","Cet amendement vise à répondre de façon proportionnée aux attaques de loups sur les troupeaux. En effet, comme le mentionne l’étude d’impact du projet de loi, « la diminution de la prédation s’explique par le déploiement massif des mesures de protection ». Le tir de défense y est décrit à juste titre comme une « solution de dernier recours », étant donné que « le prélèvement de loups ne constitue pas l’unique réponse face à la prédation dans la mesure où les études montrent un retour (voire dans certains cas une amplification) des dommages à court ou moyen terme après le prélèvement d’un individu ». Les tirs pouvant être contre-productifs, il s’agit de ne pas en faire l’alpha et l’oméga de la réponse à la prédation, mais de conserver cette possibilité pour les situations où les loups attaquent malgré la mise en œuvre de moyens de protection, articulés autour d’un triptyque qui a fait ses preuves : parcage nocturne, chiens de protection, présence humaine. L’effarouchement non létal vise à ce que les loups associent l’attaque d’un troupeau au danger, afin d’entraîner une modification de leur comportement.Revenir sur cette gradation, ce serait remettre en cause le travail d’éleveurs et de bergers qui, depuis des décennies, s’investissent pour mettre en place les conditions de la coexistence.Cet amendement a été travaillé sur la base de recommandations formulées par Humanité et Biodiversité, association siégeant au Groupe National Loup."
789,,Non renseigné,Article 14,Première délibération,Grenon Daniel,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/789,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000789.xml,Compléter l’alinéa 5 par la phrase suivante : « Ces démarches tiennent compte de la viabilité économique des exploitations concernées et ne peuvent entraîner des charges manifestement disproportionnées au regard des objectifs poursuivis. »,"Le présent amendement vise à garantir que les démarches administratives, techniques ou sanitaires imposées aux éleveurs dans le cadre de la lutte contre la prédation demeurent compatibles avec la viabilité économique de leurs exploitations.Les éleveurs confrontés aux attaques de prédateurs supportent déjà des conséquences économiques importantes liées aux pertes directes de cheptel, aux coûts de protection des troupeaux, à la désorganisation du travail, ainsi qu’aux conséquences psychologiques et sanitaires des attaques répétées.Dans ce contexte, les obligations complémentaires pouvant être demandées aux exploitants ne doivent pas conduire à une accumulation de charges administratives ou financières excessives susceptible de fragiliser davantage les élevages concernés.Cet amendement ne remet pas en cause les dispositifs de protection des troupeaux ni les exigences nécessaires à la prévention de la prédation, mais vise à assurer une meilleure prise en compte des réalités économiques auxquelles sont confrontés les éleveurs."
789,,Non renseigné,Article 14,Première délibération,Grenon Daniel,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/789,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000789.xml,Compléter l’alinéa 5 par la phrase suivante : « Ces démarches tiennent compte de la viabilité économique des exploitations concernées et ne peuvent entraîner des charges manifestement disproportionnées au regard des objectifs poursuivis. »,"Le présent amendement vise à garantir que les démarches administratives, techniques ou sanitaires imposées aux éleveurs dans le cadre de la lutte contre la prédation demeurent compatibles avec la viabilité économique de leurs exploitations.Les éleveurs confrontés aux attaques de prédateurs supportent déjà des conséquences économiques importantes liées aux pertes directes de cheptel, aux coûts de protection des troupeaux, à la désorganisation du travail, ainsi qu’aux conséquences psychologiques et sanitaires des attaques répétées.Dans ce contexte, les obligations complémentaires pouvant être demandées aux exploitants ne doivent pas conduire à une accumulation de charges administratives ou financières excessives susceptible de fragiliser davantage les élevages concernés.Cet amendement ne remet pas en cause les dispositifs de protection des troupeaux ni les exigences nécessaires à la prévention de la prédation, mais vise à assurer une meilleure prise en compte des réalités économiques auxquelles sont confrontés les éleveurs."
79,,Non renseigné,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/79,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000079.xml,"Après l’alinéa 4, insérer l’alinéa suivant : « Les mesures de destruction ne peuvent être autorisées qu’en cas de mise en place de moyens de protection, notamment des chiens de protection des troupeaux, des clôtures, du gardiennage ou d’autres dispositifs reconnus comme tels. »","Les mesures de protection non létales (chiens de protection, clôtures, etc.) ont prouvé leur efficacité. Dans les territoires où le loup est historiquement implanté et où les éleveurs et bergers se sont bon gré mal gré habitués à sa présence, diverses mesures de protection non létales ont été mises en place, en complément des tirs de défense, et même si des loups ont parfois réussi à franchir ces mesures de protection, il est prouvé que la prédation y baisse. C’est sur le front de colonisation, où les élevages ne sont pas protégés, que la prédation est la plus dévastatrice. Des mesures d’effarouchement peuvent également être efficaces, elles sont le sujet de nombreuses études qui doivent être soutenues pour développer de nouvelles méthodes de lutte contre la prédation. "
79,,Non renseigné,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/79,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000079.xml,"Après l’alinéa 4, insérer l’alinéa suivant : « Les mesures de destruction ne peuvent être autorisées qu’en cas de mise en place de moyens de protection, notamment des chiens de protection des troupeaux, des clôtures, du gardiennage ou d’autres dispositifs reconnus comme tels. »","Les mesures de protection non létales (chiens de protection, clôtures, etc.) ont prouvé leur efficacité. Dans les territoires où le loup est historiquement implanté et où les éleveurs et bergers se sont bon gré mal gré habitués à sa présence, diverses mesures de protection non létales ont été mises en place, en complément des tirs de défense, et même si des loups ont parfois réussi à franchir ces mesures de protection, il est prouvé que la prédation y baisse. C’est sur le front de colonisation, où les élevages ne sont pas protégés, que la prédation est la plus dévastatrice. Des mesures d’effarouchement peuvent également être efficaces, elles sont le sujet de nombreuses études qui doivent être soutenues pour développer de nouvelles méthodes de lutte contre la prédation. "
790,,Non renseigné,Article 14,Première délibération,Grenon Daniel,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/790,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000790.xml,"À l’alinéa 10, après le mot :« dérogatoire, »insérer les mots :« aussi longtemps que persistent des dommages importants ou un risque avéré de prédation sur les élevages concernés, ».","Cet amendement vise à préciser que les mesures dérogatoires prévues par le présent article peuvent être maintenues tant que persistent des dommages importants ou un risque avéré de prédation sur les élevages concernés.Les éleveurs confrontés à des attaques répétées de prédateurs subissent des conséquences économiques, sanitaires et psychologiques particulièrement lourdes.Les dispositifs actuels sont parfois interrompus alors même que les risques de nouvelles attaques demeurent élevés.Cet amendement a donc pour objet d’assurer une meilleure continuité des mesures de protection lorsque les dommages persistent ou que la menace demeure caractérisée.Il permet également de mieux adapter les dispositifs administratifs à la réalité du terrain tout en maintenant un encadrement proportionné des dérogations prévues par le code de l’environnement."
790,,Non renseigné,Article 14,Première délibération,Grenon Daniel,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/790,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000790.xml,"À l’alinéa 10, après le mot :« dérogatoire, »insérer les mots :« aussi longtemps que persistent des dommages importants ou un risque avéré de prédation sur les élevages concernés, ».","Cet amendement vise à préciser que les mesures dérogatoires prévues par le présent article peuvent être maintenues tant que persistent des dommages importants ou un risque avéré de prédation sur les élevages concernés.Les éleveurs confrontés à des attaques répétées de prédateurs subissent des conséquences économiques, sanitaires et psychologiques particulièrement lourdes.Les dispositifs actuels sont parfois interrompus alors même que les risques de nouvelles attaques demeurent élevés.Cet amendement a donc pour objet d’assurer une meilleure continuité des mesures de protection lorsque les dommages persistent ou que la menace demeure caractérisée.Il permet également de mieux adapter les dispositifs administratifs à la réalité du terrain tout en maintenant un encadrement proportionné des dérogations prévues par le code de l’environnement."
791,,Non renseigné,Article 14,Première délibération,Grenon Daniel,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/791,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000791.xml,"À la dernière phrase de l’alinéa 5, après le mot :« troupeaux »insérer les mots :« , comme le tir de défense et d’effarouchement, ».","Le présent amendement vise à préciser explicitement que les mesures de protection pouvant être mises en œuvre dans le cadre du présent article incluent notamment les dispositifs de tir de défense et de tir d’effarouchement.Ces dispositifs constituent des outils opérationnels essentiels pour les éleveurs confrontés à la prédation, en particulier dans les territoires où les attaques sur les troupeaux se multiplient.Le tir d’effarouchement permet de repousser le prédateur afin d’éviter une attaque ou d’empêcher son installation durable à proximité des zones de pâturage, tandis que le tir de défense vise à assurer la protection immédiate des troupeaux en cas de menace directe ou d’attaque caractérisée.Ces mesures s’inscrivent déjà dans le cadre des dérogations prévues par le code de l’environnement applicable aux espèces protégées et demeurent strictement encadrées par l’autorité préfectorale.Les éleveurs confrontés à la prédation supportent déjà des conséquences économiques, sanitaires et psychologiques particulièrement lourdes pertes directes de cheptel, désorganisation des élevages, stress des animaux, mobilisation accrue de main-d’œuvre, et multiplication des investissements de protection.Dans ce contexte, il apparaît nécessaire de lever toute ambiguïté sur la possibilité de recourir à ces dispositifs dans le cadre des mesures de protection prévues par l’article 14."
791,,Non renseigné,Article 14,Première délibération,Grenon Daniel,,Séance publique,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2765/AN/791,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO838901BTC2765P0D1N000791.xml,"À la dernière phrase de l’alinéa 5, après le mot :« troupeaux »insérer les mots :« , comme le tir de défense et d’effarouchement, ».","Le présent amendement vise à préciser explicitement que les mesures de protection pouvant être mises en œuvre dans le cadre du présent article incluent notamment les dispositifs de tir de défense et de tir d’effarouchement.Ces dispositifs constituent des outils opérationnels essentiels pour les éleveurs confrontés à la prédation, en particulier dans les territoires où les attaques sur les troupeaux se multiplient.Le tir d’effarouchement permet de repousser le prédateur afin d’éviter une attaque ou d’empêcher son installation durable à proximité des zones de pâturage, tandis que le tir de défense vise à assurer la protection immédiate des troupeaux en cas de menace directe ou d’attaque caractérisée.Ces mesures s’inscrivent déjà dans le cadre des dérogations prévues par le code de l’environnement applicable aux espèces protégées et demeurent strictement encadrées par l’autorité préfectorale.Les éleveurs confrontés à la prédation supportent déjà des conséquences économiques, sanitaires et psychologiques particulièrement lourdes pertes directes de cheptel, désorganisation des élevages, stress des animaux, mobilisation accrue de main-d’œuvre, et multiplication des investissements de protection.Dans ce contexte, il apparaît nécessaire de lever toute ambiguïté sur la possibilité de recourir à ces dispositifs dans le cadre des mesures de protection prévues par l’article 14."
